,New York
844,-3.97040555825879
845,-3.2404055582587716
846,-2.2504055582588194
847,-1.550405558258774
848,-2.130405558258815
849,-3.0004055582588194
850,-3.870405558258824
851,-3.870405558258824
852,-3.870405558258824
853,-3.870405558258824
854,-3.870405558258824
855,-3.870405558258824
856,-3.870405558258824
857,-3.870405558258824
858,-3.870405558258824
859,-8.710405558258799
860,-8.710405558258799
861,-8.710405558258799
862,-8.710405558258799
863,-8.710405558258799
864,-8.710405558258799
865,-7.210405558258799
866,-7.210405558258799
867,-7.210405558258799
868,-7.210405558258799
869,-6.517072225258801
870,-5.823738891258813
871,-5.130405558258815
872,-4.790405558258783
873,-5.120405558258824
874,-6.150405558258797
875,-7.520405558258801
876,-8.810405558258822
877,-9.23040555825878
878,-9.820405558258813
879,-10.820405558258813
880,-11.770405558258801
881,-12.020405558258801
882,-12.790405558258783
883,-13.72040555825879
884,-13.72040555825879
885,-13.960405558258799
886,-14.560405558258822
887,-14.560405558258822
888,-14.380405558258815
889,-11.960405558258799
890,-10.400405558258797
891,-9.110405558258776
892,-8.330405558258803
893,-7.540405558258783
894,-6.460405558258799
895,-6.630405558258815
896,-5.620405558258824
897,-5.880405558258815
898,-6.76040555825881
899,-9.310405558258822
900,-9.740405558258772
901,-10.47040555825879
902,-10.710405558258799
903,-10.890405558258806
904,-10.770405558258801
905,-10.440405558258817
906,-9.800405558258774
907,-9.380405558258815
908,-9.560405558258822
909,-9.410405558258788
910,-9.410405558258788
911,-9.070405558258813
912,-8.75040555825882
913,-8.660405558258788
914,-8.210405558258799
915,-8.130405558258815
916,-7.820405558258813
917,-8.620405558258824
918,-9.73040555825878
919,-10.460405558258799
920,-11.01040555825881
921,-11.140405558258806
922,-11.710405558258799
923,-11.710405558258799
924,-12.310405558258822
925,-12.310405558258822
926,-11.890405558258806
927,-11.890405558258806
928,-11.370405558258824
929,-10.830405558258803
930,-10.570405558258813
931,-9.73040555825878
932,-9.73040555825878
933,-9.100405558258785
934,-9.370405558258824
935,-9.370405558258824
936,-9.380405558258815
937,-9.18040555825877
938,-9.090405558258794
939,-8.160405558258788
940,-7.6704055582587785
941,-6.130405558258815
942,-5.550405558258774
943,-3.770405558258801
944,-3.8904055582588057
945,-4.850405558258785
946,-5.120405558258824
947,-4.940405558258817
948,-5.690405558258817
949,-6.22040555825879
950,-7.130405558258815
951,-8.050405558258774
952,-8.48040555825878
953,-8.840405558258794
954,-9.25040555825882
955,-9.520405558258801
956,-9.410405558258788
957,-9.400405558258797
958,-9.150405558258797
959,-9.170405558258778
960,-9.020405558258801
961,-7.730405558258781
962,-5.97040555825879
963,-4.610405558258776
964,-3.030405558258792
965,-2.880405558258815
966,-1.050405558258774
967,-0.040405558258783
968,0.05959444174118289
969,-0.5004055582588194
970,-1.4904055582587716
971,-2.8304055582588035
972,-3.6004055582587853
973,-4.370405558258824
974,-5.770405558258801
975,-6.300405558258774
976,-6.300405558258774
977,-7.950405558258808
978,-8.170405558258778
979,-8.810405558258822
980,-8.610405558258776
981,-8.940405558258817
982,-8.72040555825879
983,-8.790405558258783
984,-7.870405558258824
985,-6.4104055582587876
986,-4.150405558258797
987,-3.690405558258817
988,-1.1804055582587694
989,-0.08040555825880347
990,0.6295944417411761
991,0.2795944417412102
992,-0.11040555825877618
993,-0.4404055582588171
994,-1.0904055582587944
995,-1.3404055582587944
996,-1.6704055582587785
997,-2.380405558258815
998,-4.0804055582588035
999,-5.520405558258801
1000,-3.460405558258799
1001,-1.4004055582587966
1002,-1.4004055582587966
1003,-2.210405558258799
1004,-2.210405558258799
1005,-2.210405558258799
1006,-2.210405558258799
1007,-2.210405558258799
1008,-2.210405558258799
1009,0.459594441741217
1010,0.459594441741217
1011,0.459594441741217
1012,1.9295944417411874
1013,3.889594441741224
1014,4.189594441741178
1015,5.519594441741219
1016,5.539594441741201
1017,4.5795944417412215
1018,2.129594441741176
1019,0.4895944417411897
1020,-0.2704055582588012
1021,-1.200405558258808
1022,-1.790405558258783
1023,-1.540405558258783
1024,-2.0004055582588194
1025,-2.520405558258801
1026,-3.5004055582588194
1027,-3.940405558258817
1028,-4.450405558258808
1029,-4.650405558258797
1030,-5.040405558258783
1031,-5.180405558258769
1032,-4.810405558258822
1033,-3.8904055582588057
1034,-3.1804055582587694
1035,-1.050405558258774
1036,1.049594441741192
1037,3.7695944417412193
1038,5.519594441741219
1039,6.909594441741206
1040,6.309594441741183
1041,5.8395944417412124
1042,4.52959444174121
1043,3.889594441741224
1044,3.3395944417412124
1045,3.6495944417412147
1046,3.6495944417412147
1047,3.1795944417411874
1048,3.459594441741217
1049,3.139594441741224
1050,3.1095944417411943
1051,3.4295944417411874
1052,3.0695944417412306
1053,0.709594441741217
1054,-1.6004055582587853
1055,-1.8604055582587762
1056,-2.690405558258817
1057,-3.72040555825879
1058,-3.9804055582587807
1059,-4.370405558258824
1060,-4.750405558258819
1061,-4.890405558258806
1062,-5.040405558258783
1063,-4.630405558258815
1064,-4.340405558258794
1065,-4.850405558258785
1066,-5.1604055582587876
1067,-5.500405558258819
1068,-5.870405558258824
1069,-6.450405558258808
1070,-7.240405558258772
1071,-8.01040555825881
1072,-8.26040555825881
1073,-8.460405558258799
1074,-8.960405558258799
1075,-9.700405558258808
1076,-9.780405558258792
1077,-9.920405558258778
1078,-10.690405558258817
1079,-10.810405558258822
1080,-10.610405558258776
1081,-8.490405558258772
1082,-7.520405558258801
1083,-6.300405558258774
1084,-4.940405558258817
1085,-5.0804055582588035
1086,-4.140405558258806
1087,-2.9304055582587694
1088,-2.800405558258774
1089,-4.200405558258808
1090,-5.890405558258806
1091,-6.860405558258776
1092,-7.990405558258772
1093,-8.040405558258783
1094,-8.800405558258774
1095,-8.950405558258808
1096,-6.925405558258774
1097,-4.900405558258797
1098,-4.900405558258797
1099,-7.840405558258794
1100,-7.840405558258794
1101,-7.840405558258794
1102,-7.840405558258794
1103,-7.840405558258794
1104,-7.840405558258794
1105,-6.22040555825879
1106,-6.22040555825879
1107,-6.22040555825879
1108,-6.22040555825879
1109,-6.22040555825879
1110,-6.22040555825879
1111,-6.22040555825879
1112,-5.76040555825881
1113,-5.76040555825881
1114,-5.76040555825881
1115,-5.76040555825881
1116,-5.76040555825881
1117,-5.76040555825881
1118,-5.76040555825881
1119,-5.76040555825881
1120,-5.76040555825881
1121,-5.76040555825881
1122,-5.76040555825881
1123,-7.47040555825879
1124,-7.47040555825879
1125,-7.47040555825879
1126,-7.47040555825879
1127,-10.72040555825879
1128,-10.360405558258776
1129,-9.960405558258799
1130,-7.540405558258783
1131,-6.990405558258772
1132,-6.250405558258819
1133,-5.290405558258783
1134,-4.240405558258772
1135,-3.530405558258792
1136,-3.530405558258792
1137,-4.350405558258785
1138,-5.97040555825879
1139,-7.650405558258797
1140,-8.710405558258799
1141,-9.770405558258801
1142,-9.820405558258813
1143,-9.790405558258783
1144,-10.300405558258774
1145,-10.910405558258788
1146,-10.390405558258806
1147,-10.320405558258813
1148,-10.850405558258785
1149,-11.600405558258785
1150,-11.030405558258792
1151,-11.460405558258799
1152,-11.360405558258776
1153,-8.520405558258801
1154,-6.200405558258808
1155,-4.1604055582587876
1156,-2.9804055582587807
1157,-1.8804055582588148
1158,-1.210405558258799
1159,-0.790405558258783
1160,-0.15040555825879665
1161,-2.0804055582588035
1162,-4.140405558258806
1163,-6.600405558258785
1164,-6.750405558258819
1165,-7.750405558258819
1166,-8.400405558258797
1167,-8.390405558258806
1168,-9.450405558258808
1169,-10.210405558258799
1170,-9.790405558258783
1171,-10.270405558258801
1172,-11.100405558258785
1173,-11.110405558258776
1174,-10.840405558258794
1175,-11.030405558258792
1176,-11.610405558258776
1177,-9.50040555825882
1178,-7.680405558258769
1179,-5.310405558258822
1180,-3.9104055582587876
1181,-3.110405558258776
1182,-2.47040555825879
1183,-2.4804055582587807
1184,-3.040405558258783
1185,-3.8204055582588126
1186,-5.230405558258781
1187,-6.290405558258783
1188,-7.050405558258774
1189,-7.380405558258815
1190,-8.26040555825881
1191,-8.120405558258824
1192,-7.750405558258819
1193,-8.050405558258774
1194,-8.850405558258785
1195,-8.640405558258806
1196,-9.650405558258797
1197,-10.22040555825879
1198,-10.740405558258772
1199,-10.800405558258774
1200,-10.050405558258774
1201,-9.72040555825879
1202,-7.880405558258815
1203,-5.9204055582587785
1204,-4.430405558258769
1205,-4.190405558258817
1206,-3.4104055582587876
1207,-3.22040555825879
1208,-3.040405558258783
1209,-3.630405558258815
1210,-4.440405558258817
1211,-5.950405558258808
1212,-6.440405558258817
1213,-7.090405558258794
1214,-6.540405558258783
1215,-7.9104055582587876
1216,-8.650405558258797
1217,-10.210405558258799
1218,-11.120405558258824
1219,-11.200405558258808
1220,-11.310405558258822
1221,-12.030405558258792
1222,-11.610405558258776
1223,-11.380405558258815
1224,-10.840405558258794
1225,-9.590405558258794
1226,-7.860405558258776
1227,-5.860405558258776
1228,-4.340405558258794
1229,-3.0904055582587944
1230,-2.1704055582587785
1231,-2.0904055582587944
1232,-2.2604055582588103
1233,-3.4304055582587694
1234,-4.900405558258797
1235,-5.640405558258806
1236,-6.280405558258792
1237,-6.6704055582587785
1238,-7.500405558258819
1239,-8.01040555825881
1240,-7.950405558258808
1241,-8.26040555825881
1242,-8.670405558258778
1243,-8.670405558258778
1244,-9.390405558258806
1245,-9.690405558258817
1246,-10.200405558258808
1247,-10.860405558258776
1248,-10.900405558258797
1249,-8.150405558258797
1250,-6.140405558258806
1251,-3.700405558258808
1252,-1.8804055582588148
1253,-0.9204055582587785
1254,-0.18040555825876936
1255,-0.2604055582588103
1256,0.25959444174122837
1257,-1.5704055582588126
1258,-3.4204055582587785
1259,-5.780405558258792
